C1;C2;,2.794088,96.111111,0,19,37,0,25300.000000,30600.000000,28000, ,484400, ,2.000000,3.000000,1.000000
C17;C18;,2.794088,94.513889,0,14,65,0,42600.000000,118500.000000,39500, ,476350, ,2.000000,2.000000,2.000000
C1;C2;,15.702514,92.638889,0,15,91,0,22100.000000,95400.000000,53000, ,466900, ,2.000000,2.000000,3.000000
C17;C18;,15.702514,97.708333,0,7,26,0,30700.000000,37800.000000,16500, ,492450, ,2.000000,1.000000,1.000000
C1;,0.809542,100.000000,0,0,0,0,0.000000,0.000000,0, ,504000, ,3.000000,0.000000,0.000000
C17;C18;,0.809542,99.375000,0,9,0,0,29700.000000,0.000000,4500, ,500850, ,2.000000,1.000000,0.000000
